index,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
9084,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,5
9693,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,3,39
8875,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,14,,,>4,34
15261,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,2,,,never,42
5995,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,11,,,4,4
14484,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,80
1342,city_50,0.8959999999999999,,No relevent experience,Full time course,High School,,2,,,1,20
15886,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,67
9987,city_121,0.7809999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,21
16259,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,37
12097,city_19,0.682,Female,Has relevent experience,,Graduate,STEM,4,,,3,82
18194,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,8,1000-4999,Pvt Ltd,2,40
6861,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,55
13987,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Funded Startup,1,149
3373,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,>4,204
6506,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,52
8255,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,1,49
4646,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,117
6778,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,153
1502,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,,,4,41
4518,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,36
2515,city_114,0.926,Male,Has relevent experience,Full time course,Masters,Arts,15,50-99,Pvt Ltd,2,37
8518,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Public Sector,2,7
5087,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162
5672,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,30
12121,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,66
9956,city_36,0.893,,Has relevent experience,Part time course,High School,,5,<10,Early Stage Startup,1,23
16628,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,>4,31
3349,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,3,112
9811,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,8,10/49,,>4,29
17623,city_160,0.92,Male,No relevent experience,Full time course,High School,,3,,Public Sector,1,53
3999,city_103,0.92,,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,>4,108
17287,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,2,5000-9999,Pvt Ltd,never,174
14954,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,4,47
14490,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,334
2692,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,>4,246
18578,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,9,,,never,13
14773,city_121,0.7809999999999999,,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,109
17658,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,74
1093,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,11
2757,city_71,0.884,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,98
8647,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,never,22
3884,city_123,0.738,,No relevent experience,,Graduate,STEM,1,,Pvt Ltd,never,110
16684,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,39
974,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51
296,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51
14638,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,NGO,1,39
6651,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,12
14356,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,108
14975,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,,never,47
15340,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,25
8474,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Funded Startup,2,236
14888,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,8
4434,city_83,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,70
4450,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,1,78
5957,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,7,,Pvt Ltd,never,106
4622,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,100
947,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,9
10919,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,26
9263,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,155
4118,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,7
10938,city_160,0.92,Male,No relevent experience,Full time course,High School,,3,,,1,90
14501,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,3,54
16771,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,6,,,never,3
12702,city_131,0.68,,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,6
15679,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,>20,<10,Early Stage Startup,2,148
11555,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,Other,9,10000+,Pvt Ltd,4,34
15464,city_48,0.493,Other,Has relevent experience,Full time course,Phd,Other,>20,,,1,18
6622,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,23
10334,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,NGO,3,54
827,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,56
12018,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,16,<10,Pvt Ltd,>4,36
13432,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,80
12897,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,,1,59
1751,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Masters,STEM,7,500-999,Funded Startup,2,92
7037,city_114,0.926,Male,Has relevent experience,,Masters,STEM,19,10000+,Pvt Ltd,1,294
17334,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,17,1000-4999,Pvt Ltd,2,46
12509,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,138
4817,city_16,0.91,Female,No relevent experience,,High School,,3,,,never,122
13888,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,32
5512,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,109
12078,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,23
6790,city_123,0.738,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,37
10409,city_136,0.897,Female,No relevent experience,Full time course,Phd,STEM,6,100-500,Public Sector,1,158
16547,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,47
5715,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Funded Startup,,12
18500,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,2,44
5595,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,48
4522,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,143
11436,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,109
8594,city_134,0.698,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,180
11989,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,4,50
7166,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,>4,106
17397,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Public Sector,2,80
13409,city_160,0.92,Male,Has relevent experience,Full time course,,,15,,,1,119
15040,city_165,0.903,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,80
3175,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,27
14588,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,226
5612,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,89
13556,city_114,0.926,,No relevent experience,Full time course,High School,,5,<10,Public Sector,never,109
2846,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,37
15922,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,10
13717,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,>4,9
11937,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,1,26
5522,city_70,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,72
4598,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,88
4278,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,12
4862,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,140
10473,city_81,0.73,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,63
552,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Public Sector,>4,24
14834,city_155,0.556,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,27
4345,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,1,6
1899,city_104,0.924,,Has relevent experience,no_enrollment,Masters,STEM,8,,,never,40
11683,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228
11523,city_21,0.624,,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,68
2031,city_126,0.479,,No relevent experience,Full time course,Graduate,Other,3,,,3,11
19126,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Public Sector,1,150
15559,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,52
17583,city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,15,1000-4999,NGO,1,25
13600,city_100,0.887,,No relevent experience,no_enrollment,High School,,3,,,never,94
1909,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,,,1,35
14343,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,1,36
10620,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,48
15088,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,<1,,,never,73
6547,city_61,0.913,,No relevent experience,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6
5743,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,30
4542,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,,1,106
10663,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,46
16162,city_97,0.925,,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,162
14978,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,NGO,>4,70
1378,city_28,0.939,Male,Has relevent experience,Full time course,High School,,8,,,never,180
10211,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,No Major,5,,,1,118
9907,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,10,,,1,51
3674,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,3,91
18663,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4
11320,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,68
9308,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,,,2,25
16865,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,never,14
1433,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,34
521,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,43
15872,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,2,,,never,18
849,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172
13061,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,60
84,city_20,0.7959999999999999,,Has relevent experience,Part time course,Masters,STEM,4,50-99,Funded Startup,1,74
14109,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,12,,,2,56
13910,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,3,,,never,74
9582,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,57
17888,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,<1,,,3,59
18668,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,68
15422,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10/49,Pvt Ltd,>4,22
11507,city_114,0.926,Male,No relevent experience,,Graduate,STEM,5,<10,Pvt Ltd,1,66
11726,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,1,8
16529,city_114,0.926,Female,Has relevent experience,Part time course,Graduate,Other,5,50-99,Pvt Ltd,4,138
11133,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,72
3624,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,16,,,1,282
17261,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,45
4776,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,,,never,27
3327,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,17
7377,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,1,109
3123,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,8
12488,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,102
9181,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,4,66
8827,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,78
10710,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,<1,,,never,60
9319,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,>20,10000+,Pvt Ltd,1,102
11001,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,12,50-99,Pvt Ltd,>4,94
11744,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,4,94
5680,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,256
1735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,1,107
1351,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,7
8171,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,10/49,Pvt Ltd,1,113
16563,city_127,0.745,,No relevent experience,,Masters,STEM,2,10/49,,never,18
18120,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,43
15819,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,3,12
2729,city_159,0.843,,No relevent experience,Full time course,Graduate,STEM,4,,,,28
16774,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,43
7628,city_21,0.624,,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,never,156
16600,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,50
2091,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,24
10880,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,129
15660,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,NGO,4,18
10818,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,50-99,Pvt Ltd,>4,57
6890,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,never,38
12460,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,>4,41
4448,city_13,0.8270000000000001,,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Funded Startup,2,26
9386,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,17
17515,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,50
4802,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,48
18110,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,>4,40
4299,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,76
8251,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,7
5664,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,15
1148,city_19,0.682,Male,No relevent experience,Full time course,Primary School,,3,,,never,73
11544,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,42
2069,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,6,,,never,12
9021,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,19
6754,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,never,102
8515,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,,,>4,48
4127,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,>20,,,1,41
16694,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,268
9474,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,50
10116,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,48
14253,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,56
7425,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,82
12655,city_128,0.527,,No relevent experience,Full time course,High School,,2,,,1,300
15053,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,14
4924,city_7,0.647,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,30
19103,city_10,0.895,Male,Has relevent experience,Part time course,Masters,Other,>20,1000-4999,Pvt Ltd,>4,18
14662,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,10/49,Funded Startup,1,140
12667,city_16,0.91,,No relevent experience,no_enrollment,Graduate,No Major,3,<10,Pvt Ltd,2,24
9365,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,56
5023,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,65
1527,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,7
12051,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,14,1000-4999,NGO,1,55
2558,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,>4,34
570,city_104,0.924,Male,Has relevent experience,Full time course,High School,,8,100-500,Public Sector,1,41
15581,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,4,178
18303,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,58
16105,city_21,0.624,,No relevent experience,Full time course,,,2,,,,61
2278,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,74
12157,city_55,0.7390000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Public Sector,never,69
17730,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Pvt Ltd,1,56
16456,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,31
12215,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,6
18943,city_159,0.843,Male,No relevent experience,no_enrollment,Masters,Humanities,6,10000+,Pvt Ltd,2,332
12269,city_101,0.5579999999999999,,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,53
7742,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,67
17381,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,42
16389,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,4,98
18359,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Funded Startup,1,110
2600,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,63
15447,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,19
15395,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2
9924,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,2,8
13662,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,57
14272,city_27,0.848,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,22
9597,city_114,0.926,,No relevent experience,Part time course,High School,,3,50-99,Early Stage Startup,2,134
11855,city_105,0.794,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,5
4236,city_21,0.624,Female,No relevent experience,no_enrollment,Masters,Humanities,3,,,>4,57
10066,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,1,80
15811,city_103,0.92,,No relevent experience,no_enrollment,High School,,2,,,never,13
5167,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110
2976,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,13
11773,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,never,25
5725,city_45,0.89,Male,Has relevent experience,Full time course,High School,,8,50-99,Pvt Ltd,1,114
15579,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,11
9077,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,3,59
18099,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,1,150
9653,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,96
17734,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,150
15273,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,29
8688,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,10
18083,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Public Sector,never,107
10422,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,73
18167,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,58
672,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,High School,,3,100-500,Pvt Ltd,>4,10
4476,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,52
7855,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,136
18374,city_74,0.579,Female,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,20
9632,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,1,53
526,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,9
8400,city_146,0.735,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,56
16241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,72
17099,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,22
11380,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,81
7008,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,never,12
15552,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48
4279,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,40
13846,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,17
